ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,sentiment_score,sentiment_category
343,84,4,13/04/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
344,21,10,02/11/2025,3,Not  worth  the  money.,-0.1695,Mixed Negative
345,48,4,24/07/2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
346,84,15,27/06/2025,5,The  build  quality  is  impressive.,0.5106,Positive
347,75,16,19/08/2025,1,Disappointed    with  the  performance.,-0.4767,Negative
348,52,13,05/03/2024,2,Not  worth  the  money.,-0.1695,Negative
349,26,11,19/11/2024,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive
350,57,6,22/08/2025,3,Not    worth  the  money.,-0.1695,Mixed Negative
351,55,5,02/05/2023,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.2617,Mixed Negative
352,43,11,22/12/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
353,36,15,08/09/2025,5,"Great    purchase,  very  satisfied.",0.8016,Positive
354,50,18,03/01/2024,2,"Average  experience,  nothing  special.",-0.3089,Negative
355,59,9,04/03/2024,2,"Average  experience,  nothing  special.",-0.3089,Negative
356,86,14,23/11/2023,1,The  product  arrived  late.,0,Negative
357,1,3,01/04/2024,4,Five  stars  for  the  quick  delivery.,0,Positive
358,13,15,20/11/2023,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
359,79,15,04/05/2024,5,Amazing  value  for  the  price.,0.7351,Positive
360,33,15,09/09/2025,5,"Excellent  product,  highly  recommend!",0.7773,Positive
361,71,7,12/02/2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive
362,33,11,11/02/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
363,17,15,15/04/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
364,46,8,26/04/2024,5,The  build  quality  is  impressive.,0.5106,Positive
365,90,20,24/10/2025,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive
366,46,7,14/11/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
367,96,1,02/07/2024,3,Not  worth  the    money.,-0.1695,Mixed Negative
368,34,8,11/05/2025,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative
369,48,4,19/12/2024,4,Customer  support  was  very  helpful.,0.6997,Positive
370,73,6,13/04/2023,4,The  quality  is  top-notch.,0,Positive
371,29,1,20/01/2024,2,Product  did  not  meet  my  expectations.,0,Negative
372,91,6,10/05/2023,4,"I  love  this  product,  will    buy  again!",0.6696,Positive
373,92,14,12/07/2025,1,"Average  experience,  nothing  special.",-0.3089,Negative
374,89,12,08/02/2023,1,The  product    stopped  working  after  a  month.,-0.2263,Negative
375,73,4,16/12/2024,5,The  build  quality  is  impressive.,0.5106,Positive
376,38,6,03/07/2023,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive
377,77,4,29/11/2023,5,"Excellent  product,  highly  recommend!",0.7773,Positive
378,64,9,20/03/2024,2,The  product  arrived    late.,0,Negative
379,62,4,27/01/2023,5,The    quality  is  top-notch.,0,Positive
380,52,4,23/02/2024,4,"I  love    this  product,  will  buy  again!",0.6696,Positive
381,45,4,24/01/2024,3,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Positive
382,38,7,03/09/2023,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive
383,54,13,05/09/2024,5,Amazing  value  for  the  price.,0.7351,Positive
384,20,3,04/06/2025,3,Not  worth  the  money.,-0.1695,Mixed Negative
385,81,5,09/06/2023,4,Five  stars  for  the  quick  delivery.,0,Positive
386,86,5,09/04/2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
387,42,14,29/03/2025,5,Shipping  was  fast  and  the    item  was  well-packaged.,0,Positive
388,99,1,10/12/2025,1,Disappointed  with  the  performance.,-0.4767,Negative
389,14,2,14/09/2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive
390,30,10,22/05/2023,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
391,98,20,05/01/2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
392,93,11,29/06/2023,5,Amazing  value  for  the  price.,0.7351,Positive
393,6,20,18/04/2024,2,Product  did  not  meet  my  expectations.,0,Negative
394,7,4,19/10/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
395,35,9,12/04/2025,4,The  quality  is  top-notch.,0,Positive
396,75,6,12/09/2025,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive
397,11,14,23/04/2024,4,The  quality  is  top-notch.,0,Positive
398,17,7,02/09/2023,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
399,68,1,21/07/2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
400,42,10,30/06/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative
401,93,18,13/04/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
402,68,12,16/12/2025,4,The  build  quality  is  impressive.,0.5106,Positive
403,53,14,18/06/2023,3,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Positive
404,90,7,04/06/2025,4,The  quality  is  top-notch.,0,Positive
405,43,4,10/09/2025,5,Exceeded  my    expectations!,0,Positive
406,11,9,15/12/2025,5,Exceeded  my  expectations!,0,Positive
407,79,11,12/01/2023,2,Disappointed  with  the    performance.,-0.4767,Negative
408,17,4,12/12/2023,5,The  build  quality  is  impressive.,0.5106,Positive
409,59,19,22/02/2023,5,"I  love  this  product,  will  buy    again!",0.6696,Positive
410,83,1,11/01/2023,1,Product  did  not  meet  my  expectations.,0,Negative
411,32,15,05/03/2023,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.2617,Mixed Negative
412,83,7,10/05/2024,4,Customer  support  was  very  helpful.,0.6997,Positive
413,60,12,24/08/2023,5,The  build  quality  is  impressive.,0.5106,Positive
414,59,14,31/07/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
415,97,8,04/06/2025,2,Disappointed  with  the    performance.,-0.4767,Negative
416,15,17,19/04/2023,5,The  quality  is  top-notch.,0,Positive
417,9,16,28/11/2024,3,Not  worth  the  money.,-0.1695,Mixed Negative
418,94,2,02/03/2025,1,"Not  satisfied,  the  product  broke  after  a    week.",-0.6288,Negative
419,68,6,01/09/2025,1,The  color  was  different  from  what  was  shown.,0,Negative
420,18,11,10/06/2023,5,"I  love  this    product,  will  buy  again!",0.6696,Positive
421,75,13,18/08/2025,5,The  quality  is  top-notch.,0,Positive
422,81,17,30/09/2025,4,The  quality  is  top-notch.,0,Positive
423,76,18,01/08/2023,2,Product  did  not  meet  my  expectations.,0,Negative
424,53,11,21/03/2024,4,Customer  support  was  very  helpful.,0.6997,Positive
425,89,6,04/03/2025,2,Not  worth  the  money.,-0.1695,Negative
426,74,17,07/04/2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
427,81,11,20/08/2025,4,Five  stars  for  the  quick  delivery.,0,Positive
428,58,9,17/01/2025,5,The  build    quality  is  impressive.,0.5106,Positive
429,71,2,08/06/2023,4,Customer    support  was  very  helpful.,0.6997,Positive
430,99,9,03/08/2025,2,"Average  experience,  nothing  special.",-0.3089,Negative
431,94,11,10/02/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative
432,31,18,14/02/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
433,72,2,11/06/2025,5,The  quality  is  top-notch.,0,Positive
434,7,18,25/02/2023,5,"Great  purchase,  very  satisfied.",0.8016,Positive
435,65,1,28/02/2023,5,Amazing  value  for  the  price.,0.7351,Positive
436,11,1,03/01/2024,4,Shipping  was  fast    and  the  item  was  well-packaged.,0,Positive
437,73,4,24/06/2023,5,"Excellent  product,  highly  recommend!",0.7773,Positive
438,72,20,13/09/2023,5,Five  stars  for  the  quick  delivery.,0,Positive
439,67,11,11/11/2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
440,93,7,22/07/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative
441,12,6,03/09/2023,1,Product  did    not  meet  my  expectations.,0,Negative
442,28,8,06/04/2025,1,The  product  stopped  working  after  a  month.,-0.2263,Negative
443,37,13,19/01/2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
444,22,16,20/10/2023,5,The  build  quality  is  impressive.,0.5106,Positive
445,25,14,27/05/2023,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
446,84,14,10/06/2025,5,The  quality  is  top-notch.,0,Positive
447,38,2,19/08/2024,4,Shipping    was  fast  and  the  item  was  well-packaged.,0,Positive
448,75,12,25/12/2025,4,"Excellent  product,  highly  recommend!",0.7773,Positive
449,43,14,10/03/2024,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
450,92,4,04/08/2024,5,Amazing  value  for  the  price.,0.7351,Positive
451,68,11,18/04/2023,5,"Excellent  product,  highly  recommend!",0.7773,Positive
452,42,19,28/08/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
453,100,2,23/04/2023,4,Customer  support  was  very  helpful.,0.6997,Positive
454,27,9,17/09/2025,4,Customer  support    was  very  helpful.,0.6997,Positive
455,79,20,30/07/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
456,2,1,09/01/2024,2,Product  did  not  meet  my  expectations.,0,Negative
457,29,1,12/12/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
458,42,20,05/07/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
459,90,17,16/06/2023,4,Five  stars  for  the  quick  delivery.,0,Positive
460,92,16,09/08/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
461,66,5,11/10/2025,4,The  quality  is  top-notch.,0,Positive
462,85,14,02/02/2023,5,The    build  quality  is  impressive.,0.5106,Positive
463,5,2,02/11/2025,3,"Great  purchase,  very    satisfied.",0.8016,Mixed Positive
464,73,11,28/05/2024,4,"Great  purchase,  very    satisfied.",0.8016,Positive
465,43,12,14/12/2025,1,Disappointed    with  the  performance.,-0.4767,Negative
466,49,16,16/02/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
467,29,16,16/07/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
468,12,12,09/01/2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive
469,54,13,06/10/2023,4,Customer  support  was  very  helpful.,0.6997,Positive
470,46,1,24/10/2025,4,Customer  support  was  very  helpful.,0.6997,Positive
471,88,4,26/04/2024,5,The  quality  is  top-notch.,0,Positive
472,69,8,05/12/2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
473,7,19,03/08/2024,1,The  product  arrived  late.,0,Negative
474,47,20,31/05/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
475,74,20,18/04/2023,4,The  quality  is  top-notch.,0,Positive
476,54,10,12/12/2023,4,Customer  support    was  very  helpful.,0.6997,Positive
477,91,10,25/04/2025,4,The    quality  is  top-notch.,0,Positive
478,79,6,23/07/2023,5,The  build  quality  is  impressive.,0.5106,Positive
479,7,13,28/12/2024,4,Customer  support  was  very  helpful.,0.6997,Positive
480,90,9,22/07/2023,5,"Great  purchase,  very  satisfied.",0.8016,Positive
481,21,2,02/12/2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
482,49,10,11/07/2025,5,Amazing  value  for  the  price.,0.7351,Positive
483,28,20,29/06/2024,2,The  product  arrived  late.,0,Negative
484,36,10,22/08/2023,1,The  product  arrived  late.,0,Negative
485,66,18,10/06/2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
486,44,3,20/01/2024,3,Not  worth  the  money.,-0.1695,Mixed Negative
487,78,3,01/05/2025,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative
488,89,12,24/02/2025,5,Exceeded  my  expectations!,0,Positive
489,15,8,09/11/2023,4,Five  stars    for  the  quick  delivery.,0,Positive
490,46,11,05/07/2025,4,Five  stars  for  the  quick  delivery.,0,Positive
491,59,6,22/06/2023,4,"Great  purchase,  very  satisfied.",0.8016,Positive
492,94,20,19/03/2025,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative
493,26,2,16/07/2024,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
494,2,13,25/05/2025,5,Five  stars  for  the  quick  delivery.,0,Positive
495,56,7,26/04/2023,4,Customer  support  was  very  helpful.,0.6997,Positive
496,87,1,29/01/2024,5,Exceeded  my  expectations!,0,Positive
497,90,6,21/02/2024,4,Customer  support  was  very  helpful.,0.6997,Positive
498,81,17,17/01/2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
499,72,6,26/08/2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
500,57,9,20/12/2025,2,Not  worth  the  money.,-0.1695,Negative
501,39,12,01/12/2023,4,Customer  support  was    very  helpful.,0.6997,Positive
502,5,1,10/11/2025,2,Product    did  not  meet  my  expectations.,0,Negative
503,5,16,03/07/2024,2,Product  did  not  meet    my  expectations.,0,Negative
504,35,8,18/01/2024,4,Five  stars  for  the  quick  delivery.,0,Positive
505,82,2,11/07/2024,5,"Great  purchase,  very  satisfied.",0.8016,Positive
506,80,8,19/10/2025,2,"Average  experience,    nothing  special.",-0.3089,Negative
507,66,3,10/12/2024,3,Customer  support    was  very  helpful.,0.6997,Mixed Positive
508,64,14,19/01/2025,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive
509,5,11,25/05/2024,5,The  quality  is  top-notch.,0,Positive
510,20,6,05/11/2024,4,"Great  purchase,  very  satisfied.",0.8016,Positive
511,55,15,01/04/2025,1,Not    worth  the  money.,-0.1695,Negative
512,11,1,15/01/2025,3,Shipping  was  fast  and  the  item  was  well-packaged.,0,Neautral
513,21,3,09/11/2025,5,Amazing  value    for  the  price.,0.7351,Positive
514,72,15,18/06/2023,2,"Average  experience,  nothing  special.",-0.3089,Negative
515,89,3,06/12/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
516,46,18,03/01/2025,4,The  quality    is  top-notch.,0,Positive
517,29,4,30/03/2024,5,"Great  purchase,  very    satisfied.",0.8016,Positive
518,17,12,27/04/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
519,58,4,06/03/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
520,63,1,24/08/2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
521,47,5,31/03/2024,2,Product  did  not  meet  my  expectations.,0,Negative
522,8,10,04/08/2023,1,Product    did  not  meet  my  expectations.,0,Negative
523,8,12,07/12/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
524,27,4,01/09/2025,4,The  quality  is  top-notch.,0,Positive
525,1,1,23/11/2023,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
526,74,3,20/05/2025,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive
527,27,14,03/07/2024,3,Not  worth    the  money.,-0.1695,Mixed Negative
528,81,16,09/11/2024,5,Five  stars  for  the  quick  delivery.,0,Positive
529,19,11,05/05/2025,4,Five  stars    for  the  quick  delivery.,0,Positive
530,48,10,24/11/2025,5,"Great  purchase,  very  satisfied.",0.8016,Positive
531,65,3,21/07/2024,5,Exceeded  my  expectations!,0,Positive
532,6,6,30/05/2023,5,The  quality  is  top-notch.,0,Positive
533,92,6,06/04/2024,4,The  quality  is  top-notch.,0,Positive
534,41,2,02/07/2025,4,"Great  purchase,  very  satisfied.",0.8016,Positive
535,85,13,25/03/2023,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
536,33,19,29/12/2024,2,Not  worth  the  money.,-0.1695,Negative
537,8,9,11/03/2023,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive
538,29,16,12/11/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
539,74,17,02/12/2024,4,The  quality  is  top-notch.,0,Positive
540,28,18,09/12/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
541,73,20,08/08/2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
542,49,5,11/07/2023,1,"Not    satisfied,  the  product  broke  after  a  week.",-0.6288,Negative
543,64,17,31/10/2023,5,The  build  quality  is  impressive.,0.5106,Positive
544,65,6,29/10/2023,5,The  quality  is  top-notch.,0,Positive
545,45,13,11/06/2024,4,Customer  support  was  very  helpful.,0.6997,Positive
546,33,1,14/11/2024,5,Exceeded  my  expectations!,0,Positive
547,28,11,28/05/2024,1,The  product  arrived  late.,0,Negative
548,40,12,11/01/2023,5,Amazing  value  for  the  price.,0.7351,Positive
549,73,15,06/04/2025,4,Five  stars  for  the  quick    delivery.,0,Positive
550,51,12,07/10/2024,3,Shipping  was  fast  and  the  item  was  well-packaged.,0,Neautral
551,45,2,17/04/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
552,68,1,28/07/2023,4,"Great  purchase,  very  satisfied.",0.8016,Positive
553,60,20,26/04/2025,5,Customer  support  was  very  helpful.,0.6997,Positive
554,18,1,16/08/2024,2,The  product  arrived  late.,0,Negative
555,69,18,24/11/2025,5,Customer  support  was  very  helpful.,0.6997,Positive
556,91,6,04/01/2025,4,"Great  purchase,  very  satisfied.",0.8016,Positive
557,55,10,28/07/2024,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive
558,83,13,11/02/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
559,46,12,16/05/2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
560,24,6,08/11/2024,5,Exceeded  my  expectations!,0,Positive
561,6,5,27/02/2025,1,The  product  stopped  working  after  a  month.,-0.2263,Negative
562,41,5,25/02/2024,3,Not  worth  the  money.,-0.1695,Mixed Negative
563,86,13,27/02/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
564,9,12,13/10/2025,5,Customer  support  was  very  helpful.,0.6997,Positive
565,60,20,30/06/2024,1,"Terrible  customer  service,  would  not    buy  again.",-0.4767,Negative
566,89,10,15/08/2025,4,Five    stars  for  the  quick  delivery.,0,Positive
567,78,16,21/02/2024,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
568,17,13,04/08/2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
569,58,9,17/07/2024,5,Exceeded  my    expectations!,0,Positive
570,50,15,29/04/2025,4,Customer  support  was  very  helpful.,0.6997,Positive
571,2,8,15/10/2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
572,37,16,23/04/2025,4,"Great  purchase,  very    satisfied.",0.8016,Positive
573,57,8,27/04/2024,4,Customer  support  was  very  helpful.,0.6997,Positive
574,72,9,13/10/2025,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
575,93,14,19/09/2025,5,"Great  purchase,  very  satisfied.",0.8016,Positive
576,71,9,04/10/2025,5,Amazing  value  for  the  price.,0.7351,Positive
577,65,9,18/04/2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
578,32,15,01/08/2023,5,The  quality  is  top-notch.,0,Positive
579,24,8,16/01/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
580,48,1,15/04/2025,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative
581,69,18,19/03/2024,4,The  quality  is  top-notch.,0,Positive
582,65,9,29/01/2023,5,Exceeded  my    expectations!,0,Positive
583,88,8,03/07/2025,5,Five  stars  for  the  quick  delivery.,0,Positive
584,70,20,04/12/2024,4,Exceeded  my  expectations!,0,Positive
585,87,12,23/10/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
586,7,17,11/04/2023,2,Not  worth  the  money.,-0.1695,Negative
587,31,17,31/08/2025,3,Not  worth    the  money.,-0.1695,Mixed Negative
588,39,18,03/09/2025,3,Shipping  was  fast  and  the  item  was  well-packaged.,0,Neautral
589,64,4,21/03/2024,3,Not    worth  the  money.,-0.1695,Mixed Negative
590,27,4,13/09/2024,3,Not  worth  the  money.,-0.1695,Mixed Negative
591,65,12,29/10/2024,5,Five  stars    for  the  quick  delivery.,0,Positive
592,100,1,18/01/2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
593,62,8,12/06/2025,5,The  build  quality  is  impressive.,0.5106,Positive
594,14,4,01/10/2025,2,Not  worth  the  money.,-0.1695,Negative
595,46,5,18/09/2025,4,Exceeded    my  expectations!,0,Positive
596,48,15,27/06/2025,3,"Good  quality,  but  could    be  cheaper.",0.2382,Mixed Positive
597,11,1,07/09/2025,5,The  quality  is  top-notch.,0,Positive
598,3,2,04/08/2023,5,Amazing  value  for  the  price.,0.7351,Positive
599,94,19,01/08/2025,5,Customer  support  was  very  helpful.,0.6997,Positive
600,65,3,11/01/2025,2,Not  worth    the  money.,-0.1695,Negative
601,25,11,31/07/2025,5,Amazing    value  for  the  price.,0.7351,Positive
602,56,8,08/02/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative
603,88,4,02/07/2024,5,Exceeded  my  expectations!,0,Positive
604,87,2,10/06/2023,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative
605,1,3,17/06/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
606,48,8,14/10/2023,5,The  build  quality  is  impressive.,0.5106,Positive
607,25,14,07/07/2025,3,"Great  purchase,  very  satisfied.",0.8016,Mixed Positive
608,7,9,21/03/2023,4,"Great  purchase,  very  satisfied.",0.8016,Positive
609,40,10,23/10/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
610,69,3,29/01/2025,5,"Great  purchase,  very  satisfied.",0.8016,Positive
611,6,4,06/12/2023,2,"Average  experience,  nothing  special.",-0.3089,Negative
612,38,2,17/06/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
613,48,12,10/02/2025,3,"The  product  is  okay,  but  the  instructions    were  unclear.",-0.2617,Mixed Negative
614,23,2,20/01/2025,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive
615,98,1,08/01/2025,5,"Excellent    product,  highly  recommend!",0.7773,Positive
616,38,20,14/11/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
617,29,15,22/12/2025,4,Customer  support  was  very  helpful.,0.6997,Positive
618,45,7,21/08/2024,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive
619,68,14,06/12/2023,5,Customer  support  was  very  helpful.,0.6997,Positive
620,100,1,22/10/2024,5,Five  stars  for  the  quick  delivery.,0,Positive
621,70,14,13/05/2025,2,The  product  arrived  late.,0,Negative
622,30,4,22/12/2025,4,The  quality    is  top-notch.,0,Positive
623,5,1,15/06/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
624,82,14,28/11/2023,5,Customer  support  was  very  helpful.,0.6997,Positive
625,32,10,20/02/2023,5,"Great  purchase,  very    satisfied.",0.8016,Positive
626,38,11,18/12/2025,5,Exceeded  my  expectations!,0,Positive
627,18,6,26/06/2023,5,Amazing  value  for    the  price.,0.7351,Positive
628,22,4,30/08/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
629,16,20,28/07/2024,5,Exceeded  my    expectations!,0,Positive
630,31,10,14/08/2024,4,The  quality  is    top-notch.,0,Positive
631,73,12,30/10/2024,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive
632,40,20,24/02/2023,3,"Average  experience,    nothing  special.",-0.3089,Mixed Negative
633,52,3,26/12/2023,2,The    product  arrived  late.,0,Negative
634,27,13,25/02/2024,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive
635,85,16,22/02/2023,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.2617,Mixed Negative
636,37,13,18/12/2023,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
637,17,7,21/08/2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
638,63,16,23/08/2025,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative
639,14,12,07/07/2024,5,Amazing  value  for  the  price.,0.7351,Positive
640,23,14,09/08/2024,3,"The  product  is  okay,    but  the  instructions  were  unclear.",-0.2617,Mixed Negative
641,58,9,05/01/2024,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative
642,53,17,28/04/2025,2,Disappointed  with  the  performance.,-0.4767,Negative
643,89,16,07/01/2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive
644,97,10,25/11/2023,5,Customer  support  was  very  helpful.,0.6997,Positive
645,23,20,02/11/2023,5,Customer  support    was  very  helpful.,0.6997,Positive
646,75,2,09/10/2023,5,"I    love  this  product,  will  buy  again!",0.6696,Positive
647,68,2,03/01/2023,4,Customer  support  was    very  helpful.,0.6997,Positive
648,76,5,19/03/2023,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
649,8,17,05/02/2025,2,Not  worth  the  money.,-0.1695,Negative
650,28,3,08/11/2024,4,Five  stars  for  the  quick  delivery.,0,Positive
651,38,9,10/09/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
652,39,19,06/05/2025,5,The  quality  is  top-notch.,0,Positive
653,66,16,14/01/2025,5,Amazing  value  for  the  price.,0.7351,Positive
654,46,8,01/01/2023,1,The  color  was  different  from  what  was  shown.,0,Negative
655,63,16,06/04/2023,4,The  quality  is  top-notch.,0,Positive
656,17,11,22/07/2024,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive
657,35,11,18/10/2025,5,"Excellent  product,  highly  recommend!",0.7773,Positive
658,3,18,16/06/2025,1,Not  worth  the    money.,-0.1695,Negative
659,29,20,16/03/2023,5,The  build  quality  is  impressive.,0.5106,Positive
660,62,5,06/10/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
661,40,18,20/09/2025,2,"Average  experience,  nothing  special.",-0.3089,Negative
662,15,5,24/03/2025,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive
663,23,10,26/05/2025,5,"Excellent  product,  highly    recommend!",0.7773,Positive
664,31,16,11/08/2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
665,99,12,03/01/2024,2,Product  did  not  meet  my  expectations.,0,Negative
666,53,19,25/05/2024,3,Not    worth  the  money.,-0.1695,Mixed Negative
667,80,14,08/01/2024,4,The  quality    is  top-notch.,0,Positive
668,55,4,25/04/2024,5,"Excellent  product,    highly  recommend!",0.7773,Positive
669,19,19,31/12/2025,4,Five  stars  for  the  quick  delivery.,0,Positive
670,53,13,31/03/2024,5,The  build  quality  is    impressive.,0.5106,Positive
671,24,5,28/03/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
672,95,14,15/02/2025,5,"Great    purchase,  very  satisfied.",0.8016,Positive
673,74,12,16/10/2025,4,Customer  support  was  very  helpful.,0.6997,Positive
674,29,1,30/08/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
675,24,9,07/02/2025,2,Not  worth  the  money.,-0.1695,Negative
676,6,12,14/03/2024,5,The  build  quality  is    impressive.,0.5106,Positive
677,6,17,29/03/2024,4,Five    stars  for  the  quick  delivery.,0,Positive
678,49,9,19/05/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
679,10,8,29/09/2025,2,Not  worth  the  money.,-0.1695,Negative
680,60,20,12/06/2025,4,Exceeded  my    expectations!,0,Positive
681,48,16,21/03/2024,5,The  quality  is  top-notch.,0,Positive
682,80,11,05/01/2023,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative
